-2.15251 0.120462
-0.372832 0.373779
-0.160829 0.38755
-1.25103 0.225408
0.642217 0.551396
0.243449 0.45961
-1.052 0.257849
-0.249239 0.390712
0.46054 0.520616
-1.61644 0.14898
-0.783094 0.277086
-1.45663 0.184657
-0.622763 0.30744
1.21804 0.644549
-0.423899 0.334578
-0.193117 0.377022
-2.48824 0.110171
-1.00714 0.251336
0.0998266 0.453733
1.01149 0.618585
1.06181 0.635862
-1.1308 0.238882
-0.525649 0.327578
0.161523 0.453944
-0.499146 0.330248
-1.59912 0.175618
1.43265 0.679824
-1.06335 0.235073
0.00866862 0.414909
0.909011 0.616542
2.0569 0.801355
-0.0677171 0.404695
1.05721 0.63091
0.317661 0.485586
0.473263 0.530726
-0.81157 0.296866
-0.905317 0.264479
-1.01821 0.245547
0.727721 0.576225
1.20037 0.645639
2.31567 0.82256
1.17525 0.637276
1.04879 0.623834
-0.0620675 0.42753
-2.33271 0.105278
0.213741 0.455718
0.758661 0.57736
0.541363 0.533026
0.0293595 0.43494
0.888308 0.595729
-0.686453 0.3021
1.39679 0.68804
0.0550799 0.427992
-1.23915 0.216748
-0.456586 0.338364
0.549134 0.532028
-1.70549 0.147764
-0.714347 0.304228
-1.2988 0.195809
0.477519 0.527613
-0.339409 0.371725
-0.352114 0.358316
-0.632988 0.31457
-0.617851 0.300549
-1.48913 0.191259
1.96613 0.769012
0.67636 0.548053
-0.554453 0.31915
0.253345 0.466665
0.561012 0.547935
-0.237214 0.383845
-0.527437 0.312665
0.326033 0.497062
-2.54168 0.0679089
-2.20471 0.109472
-0.89175 0.271073
0.560492 0.560411
0.333822 0.497457
1.12788 0.645265
0.401274 0.526741
-0.374526 0.353589
-0.0828594 0.396279
0.403837 0.510006
-0.951571 0.259738
-0.892041 0.264013
-0.546413 0.353043
-0.57099 0.311126
-2.42037 0.10465
1.08497 0.624455
-0.0545329 0.437701
-0.478233 0.359638
0.76966 0.578705
1.0623 0.63532
-0.395747 0.350612
0.831649 0.594089
0.731986 0.586296
1.10002 0.6461
-1.09654 0.221205
-2.34038 0.111645
0.587334 0.541782
